"Course ID","Subject code","Catalog Number","Offering Unit","Course Title","Course Description","Min Units","Max Units","Repeatable for Credit","Total Completions Allowed","Total Units Allowed","Grading Basis","Components","Course Attributes","Enrollment Requirements","Course Requisites"
"039949","ACBS","411","Animal & Biomedical Sciences","Agriculture, Environmental and Legal Issues","Students will be introduced to fundamental concepts associated with modern day agricultural industries to help them understand legal concepts as well as public policy that affects the commodities markets, natural resources in their \""raw form\"", consumer attitudes, and market forces that affect various agribusiness industries of the west.  Students will receive exposure to the framework of the United States legal system, with a brief review of the three distinct branches of government and how each branch impacts the development of law and policy as related to the production agriculture. The majority of the course will focus on four (4) primary areas: 1.) Animal welfare, law and policy, 2) Food safety regulations and organic growing standards in production agriculture and organic livestock standards, 3.) An overview of Environmental law, policy and 4.) Water law and policy.  Students will be able to demonstrate how science, law and policy impact the modern day agriculturist as well as natural resource users.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"038514","ACBS","412","Animal & Biomedical Sciences","Introduction to Equine-Assisted Therapy and Learning","In the last four decades, the use of horses for the delivery of therapeutic and learning services has emerged as a growth industry in the equine sector. Equine-assisted therapy and learning (EAT/L) have unique underpinnings in equine behavior, learning theory, and therapeutic approaches. By understanding both the entomologic and theoretical foundations, it is possible to appreciate, evaluate, and learn how EAT/L is applied in the clinical, therapeutic, and educational realms. This course serves as an introduction to the theory, practice, and application of EAT/L as well as documentation and legal issues that arise in developing EAT/L-related equine enterprises. The selection and training of horses for EAT/L and the specific responsibilities and certification of horse professionals for EAT/L will be explored.   The course will also explore the implications of the marketplace forces that shape the roles for therapists, educators, counselors, rehabilitation experts, and horse professionals.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Laboratory","-","-","-"
"006690","ACBS","416","Animal & Biomedical Sciences","Assisted Reproductive Technologies in Horses","Course will focus on aspects of equine reproduction, with an emphasis placed on current assisted reproductive technologies. Students will gain experience with artificial insemination practices and develop an understanding of recent, cutting-edge biotechnology.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","015703","Graduate majors given enrollment preference."
"022101","ACBS","419","Animal & Biomedical Sciences","Immunology","Basic concepts of immunity. Molecular and cellular composition of the immune system and immune processes that are responsible for defense against pathogens and tumors, and for allergic and autoimmune reactions. Honors section convened with V SC 519.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Discussion, Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","MIC 285R, CHEM 241B."
"006691","ACBS","420","Animal & Biomedical Sciences","Meat Animal Composition","Evaluation of meat animals for carcass merit and economical value using visual, electronic and chemical technologies.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","-","-"
"033137","ACBS","422L","Animal & Biomedical Sciences","Applied Histology Laboratory","This one credit laboratory course consists of two 2 hours laboratory sessions. During the laboratory, the students will be introduced to microscopic examination and identification of tissues and organ systems using histological specimens.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","-","-","MCB 181R, ECOL 182R, ECOL 182L; Concurrent registration, VSC 422R."
"033138","ACBS","422R","Animal & Biomedical Sciences","Applied Histology","This three credit course consists of three hours of didactic lecture. The course is a microscopic survey of tissues and organs. The microanatomy of the major organ systems in mammals will be examined in detail with emphasis on the comparative anatomy of the domestic animal species (dog, cat, horse, cow). In addition, comparison to avian tissues will be included in selected organ systems.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","MCB 181R, ECOL 182R, ECOL 182L; Concurrent registration, VSC 422L."
"039420","ACBS","423","Animal & Biomedical Sciences","Mechanisms of Disease","This course focuses on the fundamental pathogenetic mechanisms and lesions which are common to all mammalian species and which are manifested as disease. The course is centered upon General Pathology and focuses on how different types of disease develop and their consequences. The material is presented using a comparative (i.e. animal and human) approach that emphasizes the commonalities between disease processes rather than the exceptions.  Successful integration of course concepts will provide the necessary foundation on which competency in clinical, diagnostic, or experimental medicine and biomedical research can be built.  Further, the course will provide the general mechanistic knowledge required for the subsequent study and understanding of specific disease entities, categorized by organ system, in Systemic Pathology. The course stresses general mechanisms of disease common to all mammalian species and is divided into 5 major sections: tissue injury and adaptation; inflammation and repair; disorders of circulation; disorders of immunity; and disorders of cell growth with emphasis on neoplasia. Available for honors credit.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","018012","Six units of upper division ACBS and/or MIC credit, or consent of instructor."
"027132","ACBS","427R","Plant Pathology","General Mycology","An exploration of the diversity of fungi and fungus like organisms covering general biology and roles as pathogens (of humans and plants), saprobes and symbionts. Fungi as models for eukaryotic molecular research and their uses in industry will be covered.","3","3","Yes","2","6","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","MCB 181R, MIC 285R."
"027134","ACBS","428L","Plant Pathology","Microbial Genetics Laboratory","Laboratory associated with lecture course on Prokaryotic gene structure and function; methods of gene transfer and mapping, DNA structure, replication, transcription, and translation. Hands-on computer analysis of DNA sequences and gene cloning strategies. Principles of regulation of gene expression. Biology of plasmids and bacteriophages.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Laboratory","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
