"Course ID","Subject code","Catalog Number","Offering Unit","Course Title","Course Description","Min Units","Max Units","Repeatable for Credit","Total Completions Allowed","Total Units Allowed","Grading Basis","Components","Course Attributes","Enrollment Requirements","Course Requisites"
"039767","ANTH","373","Anthropology, Sch of","Toxic! The Anthropology of Exposure","What are toxic exposures and how do they impact human health? From an anthropological perspective, the answers to these questions are important, but not straightforward. This Tier II undergraduate course combines medical and environmental anthropology with science and technology studies to develop a critical perspective on environmental health. Through readings, film, discussion, activities and guest lectures, course participants will explore three areas: 1) the history of toxic exposures, including major environmental disasters such as Chernobyl, Bhopal and Fukushima; 2) the politics of toxic exposures, including a discussion of how gradual economic and industrial development often results in the uneven distribution of toxic body burdens or \""slow violence\"", and; 3) the uncertainty surrounding toxic exposures, including the contested illnesses and impure sciences that emerge from toxic settings around the world. Building on the foundations of Tier I anthropology courses, this course introduces students to the unique ways that anthropologists study environmental health, science, and activism.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","GE - T2-INDV (Tier 2 Individuals & Societies)","-","-"
"024216","ANTH","375","Global Studies, Sch of","Ethnography of the Middle East","Introduction to and critical examination of the ethnographic literature on the peoples/cultures of the Middle East. Focus on social organization, cultural meanings, and regional political economy.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), CE - EQ (Equivalency), CE - ME (Mutually Exclusive), GE - GEDE (Gen Ed Diversity Emphasis), WE - WEC (Writing Emphasis Course)","-","-"
"006082","ANTH","380","Agricultural Education","Global Agricultural and International  Relations","The importance of agriculture to the cultures, political structures, and economies of developing countries in Africa, Asia, South America, and Oceania.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), GE - T2-INDV (Tier 2 Individuals & Societies), WE - WEC (Writing Emphasis Course)","-","Introductory course in anthropology, sociology or economics. Two courses from Tier One, Individuals and Societies (Catalog numbers 150A, 150B, 150C)."
"018682","ANTH","382A","Global Studies, Sch of","Archaeology and the Bible: Iron Age Israel (1200-587 BCE)","This course examines the rich and fascinating civilizations of the Bronze and Iron Age Levant, with a particular focus on Israel and Judah in the Iron Age (1200-587 BCE). The course contextualizes the Levant in its Near Eastern setting, examines international relations and domestic politics, social structure, religion, gender, the development of technology and literacy, daily life and more. The critical tools used for this intriguing investigation include archaeology, history, biblical and other textual studies, anthropology, feminist studies.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"039391","ANTH","382B","Global Studies, Sch of","Jesus, Judaism and Archaeology","Course will survey the history, textual and archaeological remains of ancient Judaism and the beginnings of Christianity in ancient Judaea from 336 BCE to 135 CE. Special emphasis will focus on how archaeology contributes to the understanding of the history and texts of Ancient Judaism and the New Testament.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"031345","ANTH","384","Sociology, Sch of","Latin America, Globalization and Development","Analysis of how different waves of globalization from 1500 to the present have affected the economic and political development of Latin America. Applies theories of economic development and political sociology to understand the historical and contemporary transformations in social structures and institutions including the economy, government, and social stratification.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"041467","ANTH","385","Anthropology, Sch of","Engaging the Four Subfield Approach in American Anthropology","This course is a student driven exploration of major themes in anthropology with the goal of building and expanding your understanding of the four-subfield approach in American Anthropology. Students will work in small research teams to engage archaeological, biological, linguistic, and sociocultural anthropology in the exploration of questions within major topics such as Migrations and Movement, People and Animals, Health and Healing, Religion and Spirituality, Subsistence and Technology, Deep Time and Human Evolution, and Community Based Research and Cultural Heritage. Students will work with several research teams throughout the semester to conduct a deep dive into specific research questions, significant players, and important methods and analytical approaches within their selected research themes.  Students will practice anthropological field skills such as note taking, observation, interviewing, and public information sharing throughout the course, including during a mid-semester field trip. For the final students will form new groups, based on their interests to expand on and present one of the topics that drew their attention during the semester, to prepare a poster or presentation to share in a public session modeled after a professional conference.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Seminar","-","015057","-"
"033953","ANTH","389","Global Studies, Sch of","Middle Eastern Ethnic and Religious Minorities","Overview of ethnic and religious minorities in the contemporary Middle East,  study of ethnic and religious diversity and its origin and manifestations in the modern Middle East.  Examination of how the concept of religious and ethnic minority has emerged as a key factor in state policies towards minorities as well as the cultural, economic, political, religious, and educational lives of its people.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"038852","ANTH","392","Anthropology, Sch of","Directed Research","Individual or small group research under the guidance of faculty.","1","6","Yes","2","12","GRD - Regular Grades A, B, C, D, E","Independent Study","SEA - TD (Engagement Activity TBD), SEC - TBD (Engagement Competency TBD)","-","-"
"006999","ANTH","393","Anthropology, Sch of","Internship","Specialized work on an individual basis, consisting of training and practice in actual service in a technical, business, or governmental establishment.","1","4","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","SEA - TD (Engagement Activity TBD), SEC - TBD (Engagement Competency TBD)","-","-"
"007001","ANTH","394","Anthropology, Sch of","Practicum","The practical application, on an individual basis, of previously studied theory and the collection of data for future theoretical interpretation.","1","4","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"007002","ANTH","395A","Anthropology, Sch of","Special Topics In Archaeology","The course content, as taught in any one semester, depends on student need and interest, and the research/teaching interests of the participating faculty member.","3","3","Yes","99","6","GRD - Regular Grades A, B, C, D, E","Colloquium","-","-","ANTH 235."
"007003","ANTH","395B","Anthropology, Sch of","Special Topics in Cultural Anthropology","The course as taught in any one semester depends on student need and interest, and the research/teaching interests of the participating faculty member.","3","3","Yes","2","6","GRD - Regular Grades A, B, C, D, E","Colloquium","CE - EQ (Equivalency), CE - ME (Mutually Exclusive)","-","-"
"007004","ANTH","395D","Anthropology, Sch of","Special Topics in Biological Anthropology","The course content, as taught in any one semester, depends on student need and interest, and on the research/teaching interests of the participating faculty member. Topics may include current developments in the human genome project, genetics, evolutionary theory, primate ecology, human variation, adaptation and biocultural anthropology.","1","3","Yes","99","6","OPT - Student Option","Colloquium","GRD - REG OR ALT (Regular or Alternative Grades)","-","-"
"007005","ANTH","396H","Anthropology, Sch of","Anthropology Honors Special Topics Seminar","An Honors special topics seminar course for Honors Active Juniors and Seniors. Course includes small group discussion, research, and presentations on a  variety of anthropology related special topics of interest.  Current research, relevant issues, historical perspectives and guest speakers may be included. Honors sophomores may enroll with consent of the department.","1","3","Yes","2","3","GRD - Regular Grades A, B, C, D, E","Seminar","HNRS - HCRS (Honors Course)","015941","-"
"007006","ANTH","399","Anthropology, Sch of","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","5","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","SEA - TD (Engagement Activity TBD), SEC - TBD (Engagement Competency TBD)","-","-"
"007007","ANTH","399H","Anthropology, Sch of","Honors Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","3","3","Yes","99","999","GRD - Regular Grades A, B, C, D, E","Independent Study","SEA - TD (Engagement Activity TBD), SEC - TBD (Engagement Competency TBD), HNRS - HCRS (Honors Course)","015056","-"
"010942","ANTH","400","Religious Studies and Classics","Topics of Egyptology","This course will survey both the historical development of Egyptology and the archaeological, art historical, literary and other methodologies utilized by this discipline.","3","3","Yes","3","9","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"040665","ANTH","401","Epidemiology and Biostatistics","Health and Disease Across Time and the World","This is a course that introduces students to human variation and corresponding global trends in disease prevalence, and how these trends may be driven by evolutionary, historical, genetic, cultural, and environmental factors. Topics include human evolutions; current and past disease prevalence; geographical distribution of disease; demographic and epidemiological transitions; origins of health disparities; genetics and epigenetics.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","A previous course in the biological sciences is highly recommended."
"018549","ANTH","402","Japanese","Gender and Language in Japan","Introduction to general issues of gender and language use, specific gender-related differences in the Japanese language, and gender roles in Japan.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), GE - GEDE (Gen Ed Diversity Emphasis)","-","JPN 202 or consent of instructor."
"038985","ANTH","403","Anthropology, Sch of","Diseases and Human Evolution","This course illustrates human bio-cultural adaptations to pathogens, including the origin, evolution, distribution, and diversity of diseases and the human groups they affect. It examines a variety of topics including viral disease, bacterial disease, parasitic disease, nutritional disease, and maladaptive cultural practices and focuses largely on the paleopathology and physical evidence of disease processes in the past.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"036665","ANTH","404","Anthropology, Sch of","Schemes and Dreams: Classification and Decision Making","This course explores cognitive, social, and political consequences of humans increasing reliance on formal classification schemes as key means by which they identify problems and devise solutions that some judge rational and objective and others irrational and inhumane.  It explores the ways a multitude of national and international formal and informal schemes intertwine in practices to direct decision making in what Bowker and Star term, 'classification society.'","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"007016","ANTH","405A","Anthropology, Sch of","Introduction to Archaeological Conservation","Course introduces the principles of archaeological conservation, techniques, for characterizing artifact materials and burial conditions, methods for documentation, stabilizing, removal and packing of delicate finds in the field, and controlled excavation of block lifts in the lab.","3","3","No","1","3","OPT - Student Option","Laboratory, Lecture","CE - CL (Cross Listed)","-","-"
"007017","ANTH","406","Anthropology, Sch of","Anthropology of Gender","This course is designed to enhance students understanding of the importance of gender in structuring social relations across time and space. It will cover the theoretical foundations, history of the gender discourse, and use cross-cultural examples to address topics central to anthropology.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"036466","ANTH","407","Anthropology, Sch of","Ethnographic Field Methods","This course introduces the practice of ethnographic field research including the history of research; ethics of ethnographic study; development of research plans; methods of data collection; organization and analysis of collected data; and creation of ethnographic reports.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","SEA - DI (Discovery), SEC - PRO (Professionalism)","-","-"
"035451","ANTH","408A","Global Studies, Sch of","Islamic Movements in the Contemporary Muslim World","The course objectives are (1) to acquaint students with traditional literature and contemporary research on Islamic movements, and 2) to introduce students to the historical and ideological basis of an emerging globalized political Islam.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"007020","ANTH","409","Anthropology, Sch of","Economic Anthropology","Analysis of production, exchange, distribution, consumption, property, economic surplus, inheritance, and types of economic structure.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), CE - EQ (Equivalency), CE - ME (Mutually Exclusive), WE - WEC (Writing Emphasis Course)","-","ANTH 200 or consent of instructor."
"010774","ANTH","410A","Chinese","Ethnic Diversity in China","This course explores the wide diversity among the minority peoples in China.  It examines ethnic minority peoples' histories, cultures, and relationship to the Han majority and other minority populations.  It also discusses theories of ethnicity, nationalism and globalization.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"033833","ANTH","410B","Chinese","The Anthropology of Contemporary China","The course introduces students to the anthropological literature on contemporary China.  It examines various social and cultural aspects of everyday life such as family, body, sexuality, consumption, citizenship, urbanization, and property ownership.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"007023","ANTH","411","Anthropology, Sch of","Anthropology of Religion","Comparative approaches to the study of religion, systems of ritual and symbolization in the primitive world, shamanism and possession, religious movements, and religion in the modern world.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), CE - EQ (Equivalency), CE - ME (Mutually Exclusive), WE - WEC (Writing Emphasis Course)","-","-"
"007025","ANTH","413","Anthropology, Sch of","Ethnology of the Southwest","Culture, history and economic, social, and religious institutions of the living people of the Southwest.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","ANTH 200."
"006408","ANTH","415","American Indian Studies","American Indians and the Urban Experience","This class explores a series of topics and themes focused on Native Peoples and urban settings, including migration, urbanization and the creation of cities and urban communities. The class will emphasis: literature; U.S.  policy; and theoretical and practical implications.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Discussion, Lecture","CE - CL (Cross Listed)","-","-"
"035447","ANTH","417A","Global Studies, Sch of","North African Societies: History, Culture & Politics","The objectives are to highlight the thematic, theoretical, and methodological approaches and contributions in the field of North African studies and to underline the relationship, continuities, and discontinuities between the colonial past and postcolonial realities.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"007033","ANTH","418","Anthropology, Sch of","Southwest Land and Society","The course encompasses the greater Southwest, including northern Mexico from pre-Columbian times to the present.  Evidence from archaeology, ethnology, linguistics, and biological anthropology is integrated.  Emphasis is placed on the interaction of Indian, Hispanic, and Euroamerican peoples and their adaptation to and exploitation of the natural environment through time.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), CE - EQ (Equivalency), CE - ME (Mutually Exclusive)","-","-"
"043319","ANTH","419","Global Studies, Sch of","Contemporary Muslim Societies","This course presents an anthropological analysis of Islam as a key factor for understanding contemporary Muslim societies. The course addresses the significance of Islam in public and domestic life. Moving beyond approaches that locate Islam geographically, highlighting its particularities and links to local cultural contexts, this course offers a comparative approach to the examination of central cultural, social, and political practices of contemporary Muslim societies. The course examines the ways in which regional, cultural, and historical processes intersect with Islam as a religious, legal, cultural, economic, and political system and provide frameworks for understanding Islam as the globalizing phenomena that it is today.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"010980","ANTH","420","Religious Studies and Classics","Archaic Greek Sanctuaries","This course therefore concentrates on the evidence for Greek sanctuary sites between 1000 and 600 B.C. We examine the excavated material from numerous sanctuary sites, including architectural remains (temples and/or altars), votive offerings of bronze and clay, and any other evidence revealing religious practices during these formative years. The role the sanctuaries played in society is also considered with a view to their political, social, economic and spiritual implications for Archaic Greek life.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"007040","ANTH","421","Anthropology, Sch of","Ethnology of North America","Origin and distribution of native populations of North America; historical development and interrelations of cultures.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","ANTH 200."
"042893","ANTH","422","Global Studies, Sch of","Health Beyond Borders","This course examines the social study of human health both within and beyond the borders of Latin America. In addition to the violent processes of human migration, we will explore how other border-crossings of pathogens, chemicals, climates, economies, medicine, and morality move across borders and how and why they become critical to assessing key dilemmas of `global Latin American health today. How do borders, of landmasses, nation states, and even the body itself, shape human health through the boundaries they structure? On the other hand, how is interdisciplinary research on health contending with the breakdown of borders at various scales of human existence? To answer these questions, students will read historical and contemporary texts to grapple with the complex conditions that constitute health, suffering, and disease in Latin America and beyond.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"007044","ANTH","423","Anthropology, Sch of","Anthropology of Rural Mexico","Historical and cultural background, and contemporary economic, political and social organization of indigenous and non-indigenous groups in rural Mexico. Primarily concerned with the people of the countryside, and the Mexican revolution.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), CE - EQ (Equivalency), CE - ME (Mutually Exclusive)","-","Previous coursework in Latin American Studies preferred."
"007046","ANTH","424A","Anthropology, Sch of","Political Ecology","This course introduces a variety of environmental thought linking the political sphere and the biosphere. It examines ecological economics, environmental history and ethics, theoretical ecology, ecofeminism, political ecology in anthropology and intellectual property law.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"018569","ANTH","425A","Japanese","Anthropology of Japan: Images and Realities","This course explores Japanese society employing anthropological methods.  Topics include politics, social structure, gender, sociolinguistics, education, religion, and popular culture.  The main theme of this course is to learn how to distinguish between images and realities.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"007049","ANTH","426","Anthropology, Sch of","Archaeology of Africa","Survey of the prehistory and early history of Africa, with emphasis on sub-Saharan Africa and on the last ten thousand years.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","Three units of archaeology."
"007051","ANTH","427A","Anthropology, Sch of","The Prehistory of East Asia","The origins and subsequent development of prehistoric cultures in China, Japan, Korea, Mongolia, Siberia and Southeast Asia. Broad concepts such as cultural change and environmental adaptation are stressed in order to draw parallels among these geographically and culturally diverse regions.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","Consent of instructor."
"007052","ANTH","427B","Anthropology, Sch of","The Archaeology of Pre-Han China","The origin and florescence of Chinese culture and civilization from an archaeological perspective. An in-depth survey of Chinese prehistory and early history from the early Pleistocene to the third century BC.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","Consent of instructor."
"039834","ANTH","428A","Religious Studies, Cmt","Globalization, the Environment, and Indigenous Religions","This course discusses the impact of globalization on the environment and ecology, with a particular focus on indigenous cultures and religions in the context of environmental instability.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"007056","ANTH","429A","Anthropology, Sch of","Human Reproductive Ecology","Uses an evolutionary and biocultural approach to explore the interactions among reproduction, ecological, behavioral and physiological variables","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","Consent of instructor."
"010961","ANTH","430","Religious Studies and Classics","Ancient Greek Technology","This course examines the technological achievement of Ancient Greeks from Prehistoric to Roman times.  It is structured around key crafts, such as ceramics, stone and bronze sculpture, ivory-working, glass-making, carpentry, and weaving. The production sequence for each craft is presented, as well as the interconnectedness among different crafts. Visits to local craft studios promote an experiential learning. Students learn how craft practitioners carried out major technological projects, ranging from temple construction, to time-recording machinery, water engineering, and ship construction. The low social status of the workers is contrasted with the elevated appreciation of their products. The impact of environmental, economic, and cultural factors on the endurance, innovation, or abandonment of technological expertise is also addressed.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"024261","ANTH","430A","Global Studies, Sch of","Language and Society in the Middle East","Explores the social and linguistic aspects of the languages and cultures of Middle Eastern countries with the central goal of introducing students to the correlation between social and linguistic variables from a contemporary sociolinguistic perspective.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"036598","ANTH","431","Anthropology, Sch of","Primate Sexuality","Human sexuality is explored through discussing the evolution of non-human primate anatomy, physiology, and behavior. Topics include comparative reproductive anatomy and reproductive health, mating strategies, mate choice, parenting and parental investment, and socioendocrinology (the study of behavior-hormone relationships).","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","ANTH 265 or ANTH 364 or consent of instructor."
"036592","ANTH","431A","American Indian Studies","Traditional Ecological Knowledge","An introduction to the growing literature on traditional ecological knowledge and its relationships to the ecological and social sciences.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"040011","ANTH","432","Global Studies, Sch of","Iranian Culture and Society","This course considers Iranian society and culture from the point of view of the social sciences, supplemented by insights provided through fiction and film. Course content focuses on twentieth-century and contemporary Iran. Topics will include tribal society, rural society, urban life, and their interactions; social structure; Iranian identity; gender; minority groups, language; religious beliefs and rituals; and political movements. The class will pay particular attention to how Iranian society and culture have been studied, by whom, and how these have changed over time. The course will emphasize the subject of diversity in Iran, and have a particular focus on the large body of social science research conducted in and around Fars province and the city of Shiraz.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"007064","ANTH","434","Anthropology, Sch of","Anthropology of Reproduction","This course examines reproduction as more than a biological process. Placing reproduction at the center of social theory, the course focuses on how reproduction always involves social, economic, and political arenas. Using a critical and cross-cultural approach, the course explores a variety of topics, such as pregnancy, childbirth, reproductive rights, fostering/adoption, in/fertility and reproductive technologies.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","ANTH 200 or 9 units of sociology."
"018570","ANTH","436","Japanese","Japanese Sociolinguistics","Introduction to Japanese sociolinguistics: questionnaire studies, variation analysis, ethnography of communication, conversation analysis,  interactional sociolinguistics, and language and social interaction.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","JPN 202 or consent of instructor."
"007069","ANTH","438A","Anthropology, Sch of","Women's Health in Global Perspective","Biocultural perspective on health issues/risks women face around the world using a life cycle approach beginning with the birth of girl babies through the aging process.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","ANTH 265 or ANTH 200 or consent of instructor."
"016162","ANTH","439A","Geosciences","Introduction to Dendrochronology","Survey of dendrochronological theory and methods. Applications to archaeological, geological, and biological dating problems and paleoenvironmental reconstruction. Emphasis on dating methods, developing tree-ring chronologies, and evaluating tree-ring dates from various contexts.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","CE - CL (Cross Listed)","-","-"
"007073","ANTH","440A","Anthropology, Sch of","Cultural Resource Management","Cultural Resource Management (CRM) involves research to identify, evaluate, and register historic properties, and mitigate adverse impacts to them. The course reviews the legislation, method and theory of CRM to develop the practical skills needed in professional applications.","3","3","No","1","3","OPT - Student Option","Lecture","SEA - DI (Discovery), SEC - PRO (Professionalism)","-","-"
"035275","ANTH","441A","American Indian Studies","Natural Resource Management in Native Communities","This course is a survey of basic issues and concepts in natural resource management and the environment in Native communities using integrated case studies that survey all the major varieties of environmental issues in Indian Country in the 21st century. A central theme will be developing tribally-specific solutions to rebuilding the resiliency of degraded ecosystems. We will consider particular case studies such as: tribal sovereignty, land tenure, reserved rights and Native claims; Native knowledge systems and Western science; co-management and restoration; water; fish and wildlife; agriculture and rangeland management; energy, mining and nuclear waste; and global climate change.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"007076","ANTH","442A","Anthropology, Sch of","Field Training in Archaeology","Archaeological methods, theory, and field techniques. Three-week field excavation and survey.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory","SEA - DI (Discovery), SEC - PRO (Professionalism)","-","-"
"007077","ANTH","442B","Anthropology, Sch of","Field Training in Archaeology","Archaeological methods, theory, and field techniques. Three-week laboratory processing and analysis.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory","SEA - DI (Discovery), SEC - PRO (Professionalism)","-","-"
"010962","ANTH","443","Religious Studies and Classics","Archaeology of Neolithic and Bronze Age Greece","This class will examine the archaeology of the Greek Mainland from the arrival of humans until the end of the Late Bronze Age, paying particular attention to the emergence and florescence of Europe's first states.  In addition to learning the material record of the region, students will hone their skills in critical thinking by exploring the theoretical approaches that inform the way archaeologists reconstruct the past.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"007080","ANTH","444","Anthropology, Sch of","Medical Anthropology","Overview of methods and contemporary topics in medical anthropology. Explores how health, illness, healing have been conceptualized and socially patterned across diverse human cultures. How processes and structures within economic systems (including poverty, political violence, and toxic waste disposal) impact well-being.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","WE - WEC (Writing Emphasis Course)","-","-"
"007082","ANTH","445A","Anthropology, Sch of","Contemporary Approaches to Human Biology","Study of humans using biocultural perspective. Emphasis on human growth and development and human population ecology. Includes application of method and theory in the analysis of nutritional, disease and lifestyle factors. Involves scholarly exchange and secondary research.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","ANTH 200, ANTH 265 or consent of instructor. ANTH 445A is NOT a prerequisite for ANTH 445B."
"007083","ANTH","445B","Anthropology, Sch of","Embodying Inequality","Emphasis on maternal and child health to develop an understanding of the strengths and limitations of a biocultural perspective.  Includes application of appropriate method and theory. Involves scholarly exchange and secondary research.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","ANTH 265 or 200 or 368 or consent of instructor. ANTH 445A is NOT a prerequisite for ANTH 445B."
"038066","ANTH","446A","Anthropology, Sch of","Mapping Ancient Cities","The course will introduce the student to the history, theory and archaeological evidence for city and landscape planning from the Minoan, Etruscan, Greek and Roman periods.  In addition the course will consider some of the most modern techniques (digital cartography, remote sensing and GIS) in the study of ancient cities and will offer the student the opportunity to learn and practice a number of these modern techniques, including the use of AutoCAD.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), SEA - DI (Discovery), SEC - INC (Innovation and Creativity)","-","-"
"007086","ANTH","447","Anthropology, Sch of","Pueblo Archaeology","Detailed review of the archaeology of the Colorado Plateau emphasizing its agriculturally-based occupants, the Anasazi, and their descendants, the Pueblo Indians.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"007087","ANTH","448","Anthropology, Sch of","Writing Culture","The development of anthropological writing as it has moved toward cultural critique: the use of knowledge of other cultures to examine the assumptions of our own. Comparison of ethnographic examples.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"018701","ANTH","449","Global Studies, Sch of","Women In Ancient Israel","This course is an intensive investigation of the life of the ancient Israelite woman.  It presents a multidisciplinary approach toward reconstructing the social, economic, religious and political life of women in Iron Age Israel.  Through readings and class discussion, students will explore the ways in which women contributed to their society throughout the eras of the Judges and of the United and Divided Monarchies (1200-587 BCE).
Because women traditionally have been undervalued and marginalized, until recently little attention was devoted to this vitally important and stimulating topic.  In consequence, students will be challenged to utilize multiple sources in their reconstruction of the lives of Israelite women.  The sources used in this class will include (but not be limited to) archaeological, historical and art historical data, the witness of the Hebrew Bible and other pertinent texts, and anthropological and ethnographic studies of the roles of women in pre-industrial and Middle eastern societies.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"031381","ANTH","450","Sociology, Sch of","Social Inequality","Theories of social class, caste, and rank; social mobility in contemporary society.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), GE - GEDE (Gen Ed Diversity Emphasis)","-","-"
